Device,IPv4,IPv6,SysUpTime,Added,Location,Identifier,Description
CTIIx10,10.20.192.10,,7 days 13 hours,2019-07-19 06:00,Moberly MO - US,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E2 RELEASE (fc3)
CTIIx11,10.20.192.11,,7 days 13 hours,2019-07-19 06:00,Moberly MO - US,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Gibraltar Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 16.12.3a RELEASE (fc1)
CTIIx12,10.20.192.12,,7 days 13 hours,2019-07-19 06:00,Moberly MO - US,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Gibraltar Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 16.12.3a RELEASE (fc1)
CTIIx14,10.20.192.14,,7 days 13 hours,2019-07-19 06:00,Moberly MO - US,CISCO-PRODUCTS-MIB.cat38xxstack,Cisco IOS Gibraltar Catalyst L3 Switch (CAT3K_CAA-UNIVERSALK9-M) Version 16.12.9 RELEASE (fc2)
CTIIx15,10.20.192.15,,7 days 13 hours,2021-05-21 14:32,Moberly MO - US,CISCO-PRODUCTS-MIB.cat29xxStack,Cisco IOS C2960X (C2960X-UNIVERSALK9-M) Version 15.2(2)E6 RELEASE (fc1)
CTIIx16,10.20.192.16,,7 days 13 hours,2020-03-26 12:29,Moberly MO - US,CISCO-PRODUCTS-MIB.cat29xxStack,Cisco IOS C2960X (C2960X-UNIVERSALK9-M) Version 15.2(2)E7 RELEASE (fc3)
CTIIx17,10.20.192.17,,7 days 13 hours,2019-07-19 06:00,Moberly MO - US,CISCO-PRODUCTS-MIB.cat29xxStack,Cisco IOS C2960X (C2960X-UNIVERSALK9-M) Version 15.2(2)E7 RELEASE (fc3)
CTIIx22,10.20.192.22,,7 days 13 hours,2021-05-21 14:24,Moberly MO - US,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(4)E6 RELEASE (fc4)
CTIJ-PLCf01,10.8.2.199,,19 days 14 hours,2024-04-18 14:41,Mt Pleasant IA - US,CISCO-PRODUCTS-MIB.ciscoFpr1120td,Cisco Adaptive Security Appliance Version 9.18(4)22
CTIJ-PLCf01-primary,10.8.2.198,,19 days 13 hours,2022-08-25 01:18,Mt Pleasant IA - US,CISCO-PRODUCTS-MIB.ciscoFpr1120td,Cisco Adaptive Security Appliance Version 9.18(4)22
CTIJ-PLCf01-secondary,10.8.2.199,,19 days 14 hours,2022-08-25 09:19,Mt Pleasant IA - US,CISCO-PRODUCTS-MIB.ciscoFpr1120td,Cisco Adaptive Security Appliance Version 9.18(4)22
CTIJ_PLCx01a,10.1.8.1,,19 days 11 hours,2023-08-04 01:36,Mt Pleasant IA - US,CISCO-PRODUCTS-MIB.ciscoCat9300FixedSwitchStack,Cisco IOS Cupertino Catalyst L3 Switch (CAT9K_IOSXE) Version 17.9.4a RELEASE (fc3)
CTIJ_PLCx01b,10.1.8.61,,19 days 11 hours,2023-08-04 01:36,Mt Pleasant IA - US,CISCO-PRODUCTS-MIB.ciscoCat9300FixedSwitchStack,Cisco IOS Cupertino Catalyst L3 Switch (CAT9K_IOSXE) Version 17.9.4a RELEASE (fc3)
CTIJ_PLCx02,10.1.8.2,,19 days 11 hours,2024-05-28 14:25,Mt Pleasant IA - US,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Cupertino Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 17.9.4a RELEASE (fc3)
CTIJ_PLCx03,10.1.8.3,,19 days 10 hours,2024-05-28 14:21,Mt Pleasant IA - US,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Cupertino Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 17.9.4a RELEASE (fc3)
CTIJ_PLCx04,10.1.8.4,,19 days 9 hours,2024-05-28 14:17,Mt Pleasant IA - US,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Cupertino Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 17.9.4a RELEASE (fc3)
CTIJ_PLCx05,10.1.8.5,,19 days 9 hours,2024-05-28 14:14,Mt Pleasant IA - US,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Cupertino Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 17.9.4a RELEASE (fc3)
CTIJ_PLCx06,10.1.8.6,,19 days 9 hours,2024-05-28 14:01,Mt Pleasant IA - US,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Cupertino Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 17.9.4a RELEASE (fc3)
CTIJ_PLCx07,10.1.8.7,,19 days 10 hours,2024-05-24 01:20,Mt Pleasant IA - US,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Cupertino Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 17.9.4a RELEASE (fc3)
CTIJap01,10.8.2.101,,,2023-05-23 23:27,upstairs mezzanine,,
CTIJap02,10.8.2.102,,,2023-05-23 23:27,default location,,
CTIJap03,10.8.2.103,,,2023-05-23 23:27,default location,,
CTIJap04,10.8.2.104,,,2023-05-23 23:27,default location,,
CTIJap05,10.8.2.105,,,2023-04-04 23:35,default location,,
CTIJap06,10.8.2.106,,,2023-05-23 23:27,default location,,
CTIJap07,10.8.2.107,,,2023-04-04 23:35,default location,,
CTIJap08,10.8.2.108,,,2023-04-04 23:35,Spiral Line 7,,
CTIJap09,10.8.2.109,,,2023-05-15 23:19,default location,,
CTIJap10,10.8.2.110,,,2023-05-15 23:19,default location,,
CTIJap11,10.8.2.111,,,2023-05-23 23:27,Added Valu WIP,,
CTIJap12,10.8.2.112,,,2022-09-13 23:30,default location,,
CTIJap13,10.8.2.113,,,2023-09-21 23:07,default location,,
CTIJap14,10.8.2.114,,,2023-05-23 23:27,default location,,
CTIJap15,10.8.2.115,,,2023-04-04 23:35,default location,,
CTIJap16,10.8.2.116,,,2023-05-23 23:27,default location,,
CTIJap18,10.8.2.118,,,2023-04-04 23:35,default location,,
CTIJavg02,10.8.6.3,,72 days 16 hours,2019-08-28 11:32,Mt Pleasant IA - US,CISCO-PRODUCTS-MIB.ciscoVG310,Cisco IOS VG3X0 (VG3X0-UNIVERSALK9-M) Version 15.6(3)M3a RELEASE (fc2)
CTIJf02,10.8.2.10,,,2021-06-30 14:34,Mt Pleasant IA - US,CISCO-PRODUCTS-MIB.ciscoASA5506,Cisco Adaptive Security Appliance Version 9.8(2)
CTIJvg01,10.8.6.2,,72 days 16 hours,2019-08-09 17:16,Mt Pleasant IA - US,CISCO-PRODUCTS-MIB.ciscoISR4351,Cisco IOS Everest ISR (X86_64_LINUX_IOSD-UNIVERSALK9-M) Version 16.6.4 RELEASE (fc3)
CTIJwlc01,10.8.1.100,,15 days 12 hours,2020-03-18 15:22,Mt Pleasant IA - US,CISCO-PRODUCTS-MIB.cisco3504WLC,Cisco Controller
CTIJwlc01-NEW,10.8.2.100,,21 days 8 hours,2023-07-19 01:26,Mt Pleasant IA - US,CISCO-PRODUCTS-MIB.ciscoC9800LFK9,Cisco IOS Amsterdam C9800 (C9800_IOSXE-K9) Version 17.3.5b RELEASE (fc2)
CTIJx01a,10.8.1.253,,15 days 12 hours,2019-07-19 06:00,Mt Pleasant IA - US,CISCO-PRODUCTS-MIB.ciscoCat9500FixedSwitchStack,Cisco IOS Cupertino Catalyst L3 Switch (CAT9K_IOSXE) Version 17.9.4a RELEASE (fc3)
CTIJx01b,10.8.1.254,,15 days 12 hours,2019-08-12 17:50,Mt Pleasant IA - US,CISCO-PRODUCTS-MIB.ciscoCat9500FixedSwitchStack,Cisco IOS Cupertino Catalyst L3 Switch (CAT9K_IOSXE) Version 17.9.4a RELEASE (fc3)
CTIJx02,10.8.1.2,,15 days 13 hours,2019-07-19 06:00,Mt Pleasant IA - US,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Cupertino Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 17.9.4a RELEASE (fc3)
CTIJx03,10.8.1.3,,15 days 13 hours,2019-07-17 16:31,Mt Pleasant IA - US,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Cupertino Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 17.9.4a RELEASE (fc3)
CTIJx04,10.8.1.4,,15 days 13 hours,2023-03-21 12:52,Mt Pleasant IA - US,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Cupertino Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 17.9.4a RELEASE (fc3)
CTIJx05,10.8.1.5,,15 days 13 hours,2019-07-19 06:00,Mt Pleasant IA - US,CISCO-PRODUCTS-MIB.cat29xxStack,Cisco IOS C2960X (C2960X-UNIVERSALK9-M) Version 15.2(7)E9 RELEASE (fc1)
CTIJx06,10.8.1.6,,15 days 12 hours,2020-05-05 17:22,Mt Pleasant IA - US,CISCO-PRODUCTS-MIB.cat29xxStack,Cisco IOS C2960X (C2960X-UNIVERSALK9-M) Version 15.2(7)E9 RELEASE (fc1)
CTIJx08,10.8.1.8,,15 days 12 hours,2019-07-19 06:00,Mt Pleasant IA - US,CISCO-PRODUCTS-MIB.cat29xxStack,Cisco IOS C2960X (C2960X-UNIVERSALK9-M) Version 15.2(7)E9 RELEASE (fc1)
CTIJx09,10.8.1.9,,15 days 12 hours,2019-07-19 06:00,Mt Pleasant IA - US,CISCO-PRODUCTS-MIB.cat29xxStack,Cisco IOS C2960X (C2960X-UNIVERSALK9-M) Version 15.2(7)E9 RELEASE (fc1)
CTIJx10,10.8.1.10,,15 days 12 hours,2019-07-19 06:00,Mt Pleasant IA - US,CISCO-PRODUCTS-MIB.cat29xxStack,Cisco IOS C2960X (C2960X-UNIVERSALK9-M) Version 15.2(7)E9 RELEASE (fc1)
CTIJx12,10.8.1.12,,39 days 10 hours,2022-09-07 01:16,Mt Pleasant IA - US,CISCO-PRODUCTS-MIB.cat38xxstack,Cisco IOS IOS-XE Catalyst L3 Switch (CAT3K_CAA-UNIVERSALK9-M) Version 03.07.04E RELEASE (fc1)
CTIJx13,10.8.1.13,,15 days 13 hours,2023-05-30 01:47,Mt Pleasant IA - US,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Cupertino Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 17.9.4a RELEASE (fc3)
CTIJx14,10.8.1.14,,15 days 13 hours,2023-06-29 01:41,Mt Pleasant IA - US,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Cupertino Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 17.9.4a RELEASE (fc3)
CTIZ-PLCf01,10.7.15.252,,,2023-02-15 11:52,Sun Prairie WI - US,,
CTIZ-PLCf01-primary,10.7.2.198,,482 days 13 hours,2023-02-15 14:28,Sun Prairie WI - US,CISCO-PRODUCTS-MIB.ciscoFpr1120td,Cisco Adaptive Security Appliance Version 9.16(3)23
CTIZ-PLCf01-secondary,10.7.2.199,,154 days 8 hours,2023-02-15 11:46,Sun Prairie WI - US,CISCO-PRODUCTS-MIB.ciscoFpr1120td,Cisco Adaptive Security Appliance Version 9.16(3)23
CTIZ_PLCx01a,10.1.104.62,,482 days 8 hours,2023-02-15 01:26,Sun Prairie WI - US,CISCO-PRODUCTS-MIB.ciscoCat9300FixedSwitchStack,Cisco IOS Bengaluru Catalyst L3 Switch (CAT9K_IOSXE) Version 17.6.4 RELEASE (fc1)
CTIZ_PLCx01b,10.1.104.61,,154 days 8 hours,2023-02-15 11:21,Sun Prairie WI - US,CISCO-PRODUCTS-MIB.ciscoCat9300FixedSwitchStack,Cisco IOS Bengaluru Catalyst L3 Switch (CAT9K_IOSXE) Version 17.5.1 RELEASE (fc3)
CTIZ_PLCx03,10.1.104.3,,,2023-04-13 02:04,Sun Prairie WI - US,CISCO-PRODUCTS-MIB.ciscoCat9300FixedSwitchStack,Cisco IOS Bengaluru Catalyst L3 Switch (CAT9K_IOSXE) Version 17.5.1 RELEASE (fc3)
CTIZ_PLCx04,10.1.104.4,,,2023-04-13 02:04,Sun Prairie WI - US,CISCO-PRODUCTS-MIB.ciscoCat9300FixedSwitchStack,Cisco IOS Bengaluru Catalyst L3 Switch (CAT9K_IOSXE) Version 17.5.1 RELEASE (fc3)
CTIZ_PLCx05,10.1.104.5,,,2023-04-13 02:04,Sun Prairie WI - US,CISCO-PRODUCTS-MIB.ciscoCat9300FixedSwitchStack,Cisco IOS Bengaluru Catalyst L3 Switch (CAT9K_IOSXE) Version 17.5.1 RELEASE (fc3)
CTIZap01,10.7.2.101,,,2020-07-17 01:55,default location,,
CTIZap02,10.7.2.102,,,2020-07-17 01:55,default location,,
CTIZap03,10.7.2.103,,,2020-07-17 01:55,default location,,
CTIZap04,10.7.2.104,,,2023-04-24 23:13,default location,,
CTIZap05,10.7.2.105,,,2020-07-17 01:55,default location,,
CTIZap06,10.7.2.106,,,2023-05-10 23:08,default location,,
CTIZap07,10.7.2.107,,,2020-07-17 01:55,default location,,
CTIZap08,10.7.2.108,,,2023-05-15 23:19,default location,,
CTIZap09,10.7.2.109,,,2023-05-09 23:12,default location,,
CTIZap11,10.7.2.111,,,2020-07-17 01:55,default location,,
CTIZap12,10.7.2.112,,,2023-05-10 23:08,default location,,
CTIZap13,10.7.2.113,,,2023-04-24 23:13,default location,,
CTIZap14,10.7.2.114,,,2023-04-24 23:13,default location,,
CTIZap15,10.7.2.115,,,2023-02-09 23:39,default location,,
CTIZf01-SIP,10.7.1.250,,41 days 12 hours,2022-02-16 15:24,Sun Prairie WI - US,CISCO-PRODUCTS-MIB.ciscoASA5506,Cisco Adaptive Security Appliance Version 9.16(4)57
CTIZvg01,10.7.6.2,,101 days 16 hours,2022-02-16 15:27,Sun Prairie WI - US,CISCO-PRODUCTS-MIB.ciscoISR4351,Cisco IOS Amsterdam ISR (X86_64_LINUX_IOSD-UNIVERSALK9-M) Version 17.3.6 RELEASE (fc2)
CTIZwlc01,10.7.1.100,,154 days 8 hours,2020-03-18 15:22,Sun Prairie WI - US,CISCO-PRODUCTS-MIB.cisco3504WLC,Cisco Controller
CTIZwlc01-NEW,10.7.2.100,,47 days 16 hours,2024-04-20 01:17,Sun Prairie WI - US,CISCO-PRODUCTS-MIB.ciscoC9800LFK9,Cisco IOS Cupertino C9800 (C9800_IOSXE-K9) Version 17.9.5 RELEASE (fc1)
CTIZx01a,10.7.1.253,,186 days 18 hours,2019-07-19 06:00,Sun Prairie WI - US,CISCO-PRODUCTS-MIB.cat38xxstack,Cisco IOS Everest Catalyst L3 Switch (CAT3K_CAA-UNIVERSALK9-M) Version 16.6.5 RELEASE (fc1)
CTIZx01b,10.7.1.254,,154 days 8 hours,2020-05-01 14:15,Sun Prairie WI - US,CISCO-PRODUCTS-MIB.cat38xxstack,Cisco IOS Everest Catalyst L3 Switch (CAT3K_CAA-UNIVERSALK9-M) Version 16.6.5 RELEASE (fc1)
CTIZx02,10.7.2.2,,,2023-05-01 11:59,Sun Prairie WI - US,CISCO-PRODUCTS-MIB.ciscoCat9300FixedSwitchStack,Cisco IOS Bengaluru Catalyst L3 Switch (CAT9K_IOSXE) Version 17.5.1 RELEASE (fc3)
CTIZx03,10.7.1.3,,101 days 16 hours,2019-07-19 06:00,Sun Prairie WI - US,CISCO-PRODUCTS-MIB.cat29xxStack,Cisco IOS C2960X (C2960X-UNIVERSALK9-M) Version 15.2(2)E7 RELEASE (fc3)
CTIZx04,10.7.1.4,,51 days 13 hours,2019-07-19 06:00,Sun Prairie WI - US,CISCO-PRODUCTS-MIB.cat29xxStack,Cisco IOS C2960X (C2960X-UNIVERSALK9-M) Version 15.2(2)E7 RELEASE (fc3)
CTIZx05,10.7.1.5,,51 days 13 hours,2019-07-19 06:00,Sun Prairie WI - US,CISCO-PRODUCTS-MIB.cat29xxStack,Cisco IOS C2960X (C2960X-UNIVERSALK9-M) Version 15.2(2)E7 RELEASE (fc3)
CTI8-PLCf01,10.52.2.253,,,2024-04-18 14:32,Kranj SL - Europe,,
CTI8-PLCf01-primary,10.52.1.199,,323 days 21 hours,2024-04-18 14:27,Kranj SL - Europe,CISCO-PRODUCTS-MIB.ciscoFpr1120td,Cisco Adaptive Security Appliance Version 9.16(3)19
CTI8-PLCf01-secondary,10.52.1.200,,323 days 20 hours,2022-09-17 01:19,Kranj SL - Europe,CISCO-PRODUCTS-MIB.ciscoFpr1120td,Cisco Adaptive Security Appliance Version 9.16(3)19
CTI8_PLCx01a,10.5.1.1,,323 days 21 hours,2022-12-17 01:45,Kranj SL - Europe,CISCO-PRODUCTS-MIB.ciscoCat9300FixedSwitchStack,Cisco IOS Bengaluru Catalyst L3 Switch (CAT9K_IOSXE) Version 17.5.1 RELEASE (fc3)
CTI8_PLCx01b,10.5.1.126,,323 days 21 hours,2022-12-17 01:45,Kranj SL - Europe,CISCO-PRODUCTS-MIB.ciscoCat9300FixedSwitchStack,Cisco IOS Bengaluru Catalyst L3 Switch (CAT9K_IOSXE) Version 17.5.1 RELEASE (fc3)
CTI8_PLCx03,10.5.1.3,,124 days 22 hours,2023-03-19 01:47,Kranj SL - Europe,CISCO-PRODUCTS-MIB.ciscoCat9300FixedSwitchStack,Cisco IOS Cupertino Catalyst L3 Switch (CAT9K_IOSXE) Version 17.7.1 RELEASE (fc5)
CTI8_PLCx05,10.5.1.5,,124 days 22 hours,2023-07-19 01:26,Kranj SL - Europe,CISCO-PRODUCTS-MIB.ciscoCat9300FixedSwitchStack,Cisco IOS Cupertino Catalyst L3 Switch (CAT9K_IOSXE) Version 17.7.1 RELEASE (fc5)
CTI8_PLCx07,10.5.1.7,,124 days 22 hours,2023-03-19 01:48,Kranj SL - Europe,CISCO-PRODUCTS-MIB.ciscoCat9300FixedSwitchStack,Cisco IOS Cupertino Catalyst L3 Switch (CAT9K_IOSXE) Version 17.7.1 RELEASE (fc5)
CTI8_PLCx08,10.5.1.8,,124 days 22 hours,2023-03-04 01:31,Kranj SL - Europe,CISCO-PRODUCTS-MIB.ciscoCat9300FixedSwitchStack,Cisco IOS Bengaluru Catalyst L3 Switch (CAT9K_IOSXE) Version 17.6.2 RELEASE (fc7)
CTI8_PLCx09,10.5.1.9,,124 days 22 hours,2023-04-04 01:51,Kranj SL - Europe,CISCO-PRODUCTS-MIB.ciscoCat9300FixedSwitchStack,Cisco IOS Bengaluru Catalyst L3 Switch (CAT9K_IOSXE) Version 17.6.3 RELEASE (fc4)
CTI8_PLCx10,10.5.1.10,,124 days 22 hours,2023-07-21 01:29,Kranj SL - Europe,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Gibraltar Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 16.12.3a RELEASE (fc1)
CTI8_PLCx11,10.5.1.11,,5 days 4 hours,2023-07-21 01:29,Kranj SL - Europe,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Gibraltar Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 16.12.3a RELEASE (fc1)
CTI8_PLCx12,10.5.1.12,,167 days 18 hours,2023-12-28 01:37,Kranj SL - Europe,CISCO-PRODUCTS-MIB.cat29xxStack,Cisco IOS C2960X (C2960X-UNIVERSALK9-M) Version 15.2(2)E7 RELEASE (fc3)
CTI8_PLCx13,10.5.1.13,,5 days 4 hours,2023-12-30 01:24,Kranj SL - Europe,CISCO-PRODUCTS-MIB.cat29xxStack,Cisco IOS C2960X (C2960X-UNIVERSALK9-M) Version 15.2(2)E7 RELEASE (fc3)
CTI8_PLCx14,10.5.1.14,,5 days 4 hours,2024-04-26 01:17,Kranj SL - Europe,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Gibraltar Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 16.12.3a RELEASE (fc1)
CTI8_PLCx15,10.5.1.15,,2 days 3 hours,2024-05-01 01:25,Kranj SL - Europe,CISCO-PRODUCTS-MIB.cat29xxStack,Cisco IOS C2960X (C2960X-UNIVERSALK9-M) Version 15.2(2)E6 RELEASE (fc1)
CTI8ap30,10.52.2.130,,,2023-07-13 01:34,,,
CTI8ap32,10.52.2.132,,,2023-07-19 23:21,,,
CTI8ap33,10.52.2.133,,,2024-04-02 23:07,,,
CTI8ap34,10.52.2.134,,,2024-04-02 23:07,,,
CTI8ap35,10.52.2.135,,,2024-04-02 23:07,,,
CTI8ap36,10.52.2.136,,,2024-05-15 23:04,,,
CTI8ap63-SOTOR-1,10.52.1.63,,,2020-07-17 01:55,default location,,
CTI8ap64-SOTOR-2,10.52.1.64,,,2020-07-17 01:55,default location,,
CTI8ap65-room-1n-TAJNISTVO,10.52.1.65,,,2020-07-17 01:55,Veyance d.o.o. Kranj,,
CTI8ap66-room-1N-IT,10.52.2.111,,,2021-10-20 13:31,,,
CTI8ap67-room-1N-FINANCE,10.52.1.67,,,2020-07-17 01:55,Veyance d.o.o. Kranj,,
CTI8ap68-room-1N-CUSSERVICE,10.52.1.68,,,2020-07-17 01:55,Veyance d.o.o. Kranj,,
CTI8ap69-room-PR-SEJNA,10.52.1.69,,,2020-07-17 01:55,Veyance d.o.o. Kranj,,
CTI8ap70-room-PR-QTECH,10.52.1.70,,,2020-07-17 01:55,Veyance d.o.o. Kranj,,
CTI8ap71-PROD-1,10.52.1.71,,,2020-07-17 01:55,default location,,
CTI8ap72-PROD-2,10.52.1.72,,,2020-07-17 01:55,default location,,
CTI8ap73-PROD-3,10.52.1.73,,,2020-07-17 01:55,default location,,
CTI8ap74-PROD-4,10.52.1.74,,,2020-07-17 01:55,default location,,
CTI8ap75-PROD-5,10.52.1.75,,,2020-07-17 01:55,default location,,
CTI8ap76-PROD-6,10.52.1.76,,,2020-07-17 01:55,default location,,
CTI8ap77-PROD-7,10.52.1.77,,,2020-07-17 01:55,default location,,
CTI8ap78-PROD-8,10.52.1.78,,,2020-07-17 01:55,default location,,
CTI8ap79-PROD-9,10.52.1.79,,,2020-07-17 01:55,default location,,
CTI8ap80-PROD-10,10.52.1.80,,,2020-07-17 01:55,default location,,
CTI8ap82-PROD-H1,10.52.1.82,,,2024-05-16 23:05,,,
CTI8ap83,10.52.1.83,,,2024-05-16 23:05,,,
CTI8ap85-PREP-2,10.52.1.85,,,2020-07-17 01:55,default location,,
CTI8ap87-PREP-4,10.52.1.87,,,2020-07-17 01:55,default location,,
CTI8ap89,10.52.1.89,,,2020-07-17 01:55,default location,,
CTI8ap90,10.52.1.90,,,2020-07-17 01:55,default location,,
CTI8f01,10.52.2.253,,,2021-06-30 14:34,Kranj SL - Europe,CISCO-PRODUCTS-MIB.ciscoASA5515,Cisco Adaptive Security Appliance Version 9.1(2)
CTI8f02,10.52.1.250,,,2021-08-24 15:14,Kranj SL - Europe,CISCO-PRODUCTS-MIB.ciscoFpr1010td,Cisco Adaptive Security Appliance Version 9.13(1)2
CTI8vg01,10.52.6.5,,323 days 20 hours,2021-08-20 09:26,Kranj SL - Europe,CISCO-PRODUCTS-MIB.ciscoISR4321,Cisco IOS Everest ISR (X86_64_LINUX_IOSD-UNIVERSALK9-M) Version 16.6.5 RELEASE (fc3)
CTI8wlc01-NEW,10.52.2.100,,323 days 21 hours,2021-10-20 13:31,Kranj SL - Europe,CISCO-PRODUCTS-MIB.ciscoC9800LFK9,Cisco IOS Amsterdam C9800 (C9800_IOSXE-K9) Version 17.3.4 RELEASE (fc3)
CTI8x01,10.52.1.1,,323 days 21 hours,2019-07-19 05:59,Kranj SL - Europe,CISCO-PRODUCTS-MIB.cat38xxstack,Cisco IOS IOS-XE Catalyst L3 Switch (CAT3K_CAA-UNIVERSALK9-M) Version 03.07.05E RELEASE (fc1)
CTI8x02,10.52.1.2,,323 days 21 hours,2019-08-05 05:10,Kranj SL - Europe,CISCO-PRODUCTS-MIB.cat29xxStack,Cisco IOS C2960X (C2960X-UNIVERSALK9-M) Version 15.2(2)E7 RELEASE (fc3)
CTI8x03,10.52.1.248,,124 days 21 hours,2022-10-20 01:23,Kranj SL - Europe,CISCO-PRODUCTS-MIB.catwsC3560CX8pcS,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(4)E RELEASE (fc2)
CTI8x04,10.52.1.4,,5 days 4 hours,2024-03-30 01:15,Kranj SL - Europe,CISCO-PRODUCTS-MIB.ciscoCat9300FixedSwitchStack,Cisco IOS Gibraltar Catalyst L3 Switch (CAT9K_IOSXE) Version 16.12.5b RELEASE (fc3)
CTI8x33,10.52.2.33,,75 days 16 hours,2023-07-12 06:00,Kranj SL - Europe,CISCO-PRODUCTS-MIB.ciscoCat9300FixedSwitchStack,Cisco IOS Bengaluru Catalyst L3 Switch (CAT9K_IOSXE) Version 17.6.5 RELEASE (fc2)
CTi8x38,10.52.1.38,,5 days 4 hours,2019-07-19 05:59,Kranj SL - Europe,CISCO-PRODUCTS-MIB.cat29xxStack,Cisco IOS C2960X (C2960X-UNIVERSALK9-M) Version 15.2(2)E7 RELEASE (fc3)
CTI8x198_AS,10.52.1.198,,124 days 21 hours,2019-07-19 05:59,Kranj SL - Europe,CISCO-PRODUCTS-MIB.catwsC3560CX8pcS,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(4)E RELEASE (fc2)
CTI8x203_SOTOR,10.52.1.203,,323 days 21 hours,2019-07-19 05:59,Kranj SL - Europe,CISCO-PRODUCTS-MIB.cat29xxStack,Cisco IOS C2960X (C2960X-UNIVERSALK9-M) Version 15.2(4)E8 RELEASE (fc3)
CTI8x204_PTP_Z2_STENA,10.52.1.204,,124 days 21 hours,2019-07-19 05:59,Kranj SL - Europe,CISCO-PRODUCTS-MIB.catwsC3560CX8pcS,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(4)E RELEASE (fc2)
CTI8x208_PTP_V1_STENA,10.52.1.208,,5 days 1 hour,2019-07-19 05:59,Kranj SL - Europe,CISCO-PRODUCTS-MIB.catwsC3560CX8pcS,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(4)E RELEASE (fc2)
CTI8x210,10.52.1.210,,26 days 18 hours,2022-04-21 09:52,Kranj SL - Europe,CISCO-PRODUCTS-MIB.cat29xxStack,Cisco IOS C2960X (C2960X-UNIVERSALK9-M) Version 15.2(5)E RELEASE (fc1)
CTI8x212,10.52.1.212,,15 days 21 hours,2022-07-13 01:14,Kranj SL - Europe,CISCO-PRODUCTS-MIB.catwsC3560CX8pcS,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(4)E RELEASE (fc2)
CTI8x213,10.52.1.213,,124 days 21 hours,2019-08-09 17:16,Kranj SL - Europe,CISCO-PRODUCTS-MIB.catwsC3560CX8pcS,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(4)E RELEASE (fc2)
CTI8x214_CEVI_OBLIKOVANJE,10.52.1.214,,53 days 2 hours,2019-07-19 05:59,Kranj SL - Europe,CISCO-PRODUCTS-MIB.catwsC3560CX8pcS,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(4)E RELEASE (fc2)
CTI8x215_PREP,10.52.1.215,,133 days 21 hours,2019-07-19 05:59,Kranj SL - Europe,CISCO-PRODUCTS-MIB.catwsC3560CX8pcS,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(4)E RELEASE (fc2)
